ID,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date
1362,10,,,,19/10/2010,,,
1363,9,,,,10/03/2011,,,
1364,10,,,,26/04/2010,,,
1365,9,10,9,8,09/03/2010,11/03/2010,13/03/2010,17/03/2010
1366,10,,,,24/09/2010,01/10/2010,06/10/2010,
1367,10,,,,18/04/2011,18/04/2011,,
1368,10,9,9,8,05/05/2010,01/06/2010,09/09/2010,09/11/2010
1369,5,,10,,19/10/2010,26/10/2010,01/11/2010,
1370,10,10,8,10,05/07/2010,05/08/2010,20/08/2010,30/08/2010
1371,,,,10,25/05/2010,01/06/2010,04/10/2010,
1372,,,,,24/05/2010,01/11/2010,07/11/2010,
1373,10,,,,31/08/2010,21/09/2010,06/10/2010,
1374,8,,,,09/06/2010,28/09/2010,13/10/2010,
1375,,10,9,10,07/10/2010,05/11/2010,,
1376,10,10,10,10,18/05/2010,30/05/2010,02/06/2010,18/10/2010
1377,10,,,,08/05/2010,18/05/2010,27/05/2010,
1378,10,,,10,01/06/2010,,,
1379,7,8,,,01/06/2010,14/10/2010,08/04/2011,
1380,10,,,,22/06/2010,25/06/2010,,
1381,10,10,9,10,20/05/2010,31/05/2010,20/09/2010,
1382,10,10,10,10,16/09/2010,21/09/2010,04/10/2010,07/10/2010
1383,,,,,03/11/2009,10/11/2009,17/11/2009,
1384,7,,,,18/10/2010,29/10/2010,15/02/2011,
1385,8,8,9,8,30/08/2010,08/09/2010,13/09/2010,01/10/2010
1386,10,,10,,14/05/2010,13/10/2010,04/12/2010,
1387,10,,,,26/09/2010,13/10/2010,15/10/2010,
1388,10,,,,09/11/2010,07/12/2010,,
1389,10,,,,12/05/2010,23/05/2010,,
1390,,,,,31/05/2010,,,
1391,10,10,9,,25/10/2010,03/02/2011,,
1392,,,,,29/10/2010,16/11/2010,,
1393,10,10,10,10,19/04/2010,18/05/2010,01/06/2010,
1394,10,,10,,28/04/2010,03/05/2010,,
1395,10,9,9,10,21/05/2010,07/06/2010,14/10/2010,
1396,,,8,9,07/10/2010,20/10/2010,24/10/2010,26/10/2010
1397,8,,,,04/10/2010,08/10/2010,13/10/2010,18/10/2010
1398,10,10,,10,27/05/2010,16/02/2011,,
1399,10,9,10,10,22/05/2010,27/05/2010,02/06/2010,19/10/2010
1400,10,10,,10,29/09/2010,19/10/2010,22/10/2010,
1401,,9,,10,01/10/2010,,,
1402,9,9,10,,21/05/2010,25/05/2010,30/05/2010,14/10/2010
1403,10,,,,01/10/2010,08/10/2010,,
1404,,9,10,8,22/09/2010,27/09/2010,30/09/2010,01/10/2010
1405,10,10,10,10,18/05/2010,01/06/2010,27/09/2010,30/10/2010
1406,8,10,10,10,04/05/2010,28/05/2010,01/06/2010,22/09/2010
1407,9,,9,,23/09/2010,30/09/2010,,
1408,10,10,,,26/04/2010,31/08/2010,15/09/2010,
1409,10,10,10,10,27/09/2010,,,
1410,10,7,,,08/10/2010,,,
1411,8,10,,,25/09/2010,05/10/2010,22/10/2010,29/10/2010
1412,,,,,15/09/2010,,,
1413,,,,,23/09/2010,27/09/2010,04/10/2010,
1414,9,8,9,,18/09/2010,01/10/2010,29/10/2010,02/11/2010
1415,9,,,10,10/10/2010,,,
1416,10,,9,,28/05/2010,01/06/2010,07/06/2010,15/10/2010
1417,10,10,10,10,12/10/2010,18/10/2010,25/10/2010,30/10/2010
1418,9,,10,,14/09/2010,21/11/2010,,
1419,9,,10,,30/09/2010,,,
1420,,10,,,30/09/2010,11/04/2011,,
1421,10,,,,07/10/2010,,,
1422,10,10,10,10,03/05/2010,28/05/2010,05/06/2010,24/10/2010
1423,10,10,10,9,01/06/2010,09/09/2010,01/10/2010,
1424,9,9,8,10,19/04/2010,19/04/2010,21/04/2010,04/05/2010
1425,10,,9,10,28/05/2010,01/06/2010,20/09/2010,
1426,10,10,9,10,26/05/2010,31/05/2010,28/09/2010,
1427,9,9,,5,24/05/2010,31/05/2010,09/03/2011,
1428,,,10,9,29/06/2010,06/07/2010,07/08/2010,18/10/2010
1429,10,,10,,21/05/2010,01/06/2010,,
1430,10,,,,28/05/2010,02/06/2010,,
1431,,,,,15/11/2010,22/11/2010,,
1432,10,10,10,10,20/05/2010,24/05/2010,02/06/2010,
1433,10,10,10,,14/03/2010,27/04/2010,17/09/2010,
1434,8,8,,7,28/04/2010,03/05/2010,08/05/2010,14/05/2010
1435,10,10,,,25/05/2010,02/06/2010,,
1436,10,9,9,10,04/05/2010,13/05/2010,31/05/2010,26/10/2010
1437,10,9,10,10,15/09/2010,26/09/2010,01/10/2010,
1438,,,,,20/05/2010,31/05/2010,,
1439,10,,10,,31/05/2010,31/05/2010,,
1440,,10,10,10,23/05/2010,25/05/2010,28/05/2010,31/05/2010
1441,8,,,,21/05/2010,25/05/2010,12/08/2010,
1442,,,10,,27/05/2010,,,
1443,,,,,29/09/2010,,,
1444,10,,10,,18/02/2010,26/02/2010,09/03/2010,13/04/2010
1445,10,,,,20/04/2010,01/06/2010,,
1446,9,9,10,9,07/05/2010,27/04/2010,06/05/2010,16/05/2010
1447,10,10,10,9,18/03/2010,01/05/2010,23/08/2010,
1448,10,,,,26/03/2010,,,
1449,9,,9,9,02/04/2010,27/04/2010,19/05/2010,31/05/2010
1450,,10,10,10,23/09/2010,30/09/2010,01/10/2010,29/04/2011
1451,10,10,5,8,24/05/2010,11/11/2010,17/02/2011,
1452,10,,10,10,26/05/2010,31/05/2010,,
1453,10,10,9,10,25/05/2010,31/05/2010,08/09/2010,
1454,10,10,10,10,26/05/2010,03/06/2010,14/09/2010,
1455,,,,,07/06/2010,07/06/2010,14/10/2010,23/03/2011
1456,9,9,,,15/11/2010,30/11/2010,,
1457,10,,10,,01/06/2009,05/06/2009,10/06/2009,21/06/2009
1458,9,,10,,23/04/2010,17/05/2010,01/06/2010,
1459,10,10,10,9,01/03/2010,01/04/2010,,
1460,9,9,9,,03/03/2010,25/03/2010,17/05/2010,15/08/2010
1461,,,,,03/10/2010,19/10/2010,,
1462,10,10,,,10/05/2010,01/06/2010,14/09/2010,24/09/2010
1463,10,,,,16/04/2010,27/04/2010,03/05/2010,
1464,10,,,,22/10/2010,31/10/2010,30/03/2011,
1465,8,,,,03/05/2010,26/05/2010,,
1466,10,,,,30/05/2010,,,
1467,9,8,,,10/09/2010,14/09/2010,26/09/2010,
1468,10,,10,10,27/05/2010,21/09/2010,08/10/2010,
1469,10,10,10,8,19/07/2010,07/09/2010,,
1470,,10,,,20/05/2010,,,
1471,,,,,29/09/2010,13/10/2010,,
1472,,,,,06/10/2010,,,
1473,9,,,,08/10/2010,,,
1474,,,,,20/10/2010,,,
1475,10,,,,19/10/2010,,,
1476,10,,,10,01/11/2010,,,
1477,,,,,24/10/2010,01/11/2010,,
1478,10,,,,07/11/2010,11/11/2010,,
1479,9,,,,29/11/2010,06/04/2011,,
1480,10,9,9,,10/12/2010,23/12/2010,,
1481,9,,,,29/11/2010,31/05/2011,,
1482,8,10,9,9,24/05/2010,28/05/2010,02/06/2010,12/10/2010
1483,10,10,10,10,22/03/2010,24/05/2010,08/10/2010,
1484,9,10,10,10,07/09/2010,20/10/2010,,
1485,,10,,,20/10/2010,26/10/2010,18/02/2011,
1486,,9,,,18/10/2010,18/10/2010,18/10/2010,18/10/2010
1487,,,,10,23/09/2010,20/10/2010,28/10/2010,16/11/2010
1488,10,10,9,8,14/06/2010,18/06/2010,,
1489,,,,,21/10/2010,03/11/2010,,
1490,10,,10,,25/10/2010,25/10/2010,25/10/2010,02/02/2011
1491,10,10,10,,16/09/2010,07/10/2010,28/10/2010,
1492,10,10,10,10,18/05/2010,28/05/2010,02/06/2010,
1493,8,8,,9,18/05/2010,31/05/2010,14/10/2010,02/11/2010
1494,10,,,,16/09/2010,,,
1495,10,9,10,10,24/09/2010,,,
1496,,,,,08/06/2010,12/10/2010,,
1497,10,8,10,8,30/07/2010,19/10/2010,01/11/2010,
1498,10,,,10,02/02/2010,,,
1499,10,,,,21/10/2010,,,
1500,8,,,,20/09/2010,08/10/2010,13/10/2010,16/10/2010
1501,8,,,,08/10/2010,18/10/2010,22/10/2010,24/10/2010
1502,9,,,,08/02/2011,08/02/2011,,
1503,10,,10,,26/03/2010,26/04/2010,24/05/2010,08/06/2010
1504,10,,,10,01/05/2010,28/05/2010,,
1505,10,10,10,,15/05/2010,25/05/2010,01/06/2010,07/06/2010
1506,,,10,9,19/04/2010,,,
1507,9,10,10,10,25/05/2010,09/06/2010,15/06/2010,
1508,10,,,,06/10/2010,,,
1509,10,,10,,28/04/2010,19/05/2010,31/05/2010,
1510,10,10,10,10,05/10/2010,22/10/2010,,
1511,10,,,,27/10/2010,29/10/2010,,
1512,10,,,,08/01/2011,14/01/2011,,
1513,10,,,,03/12/2010,,,
1514,,,,,22/09/2010,,,
1515,10,9,10,10,11/05/2010,03/06/2010,,
1516,,9,,,02/11/2010,,,
1517,10,,,,28/09/2010,,,
1518,10,,,,05/10/2010,12/10/2010,,
1519,10,,,,15/11/2010,,,
1520,,,3,,15/11/2010,09/12/2010,,
1521,8,,,,07/09/2010,27/09/2010,13/10/2010,16/10/2010
1522,10,,,,,,,
1523,,8,9,10,27/05/2010,04/06/2010,04/10/2010,
1524,3,10,10,10,23/05/2010,01/06/2010,21/09/2010,
1525,10,,,,12/11/2010,30/11/2010,,
1526,10,10,9,10,14/04/2010,12/10/2010,,
1527,10,10,10,10,19/04/2010,20/04/2010,29/04/2010,12/05/2010
1528,8,,,10,02/03/2010,18/04/2010,25/05/2010,
1529,10,9,10,9,25/05/2010,01/06/2010,,
1530,10,,,10,23/09/2010,06/10/2010,,
1531,10,,,,10/05/2010,24/05/2010,27/05/2010,31/05/2010
1532,9,,10,10,11/05/2010,31/05/2010,,
1533,9,,,,03/04/2010,06/04/2010,18/10/2010,
1534,9,9,10,,30/10/2010,09/11/2010,,
1535,10,,,,10/01/2011,25/01/2011,25/01/2011,25/01/2011
1536,10,10,,10,06/10/2010,,,
1537,10,,,,28/05/2010,,,
1538,10,,10,,10/06/2010,,,
1539,10,7,,,02/09/2010,27/09/2010,,
1540,8,10,10,9,31/01/2011,,,
1541,9,,,,12/09/2010,19/09/2010,,
1542,,10,9,10,30/09/2010,,,
1543,,9,,,23/11/2010,,,
1544,10,,,,11/11/2010,14/11/2010,10/03/2011,
1545,10,,,,29/10/2010,04/11/2010,12/11/2010,
1546,8,9,5,,20/10/2010,26/10/2010,,
1547,5,,,,08/11/2010,01/06/2011,,
1548,9,,,,01/12/2010,17/12/2010,17/12/2010,17/12/2010
1549,6,,,,07/12/2010,13/12/2010,14/12/2010,16/12/2010
1550,10,9,,,28/12/2010,08/01/2011,10/01/2011,25/01/2011
1551,9,,,,14/02/2011,22/02/2011,22/02/2011,22/02/2011
1552,,,,,28/02/2010,23/03/2010,05/05/2010,25/05/2010
1553,,,10,,25/02/2010,13/05/2010,28/05/2010,02/06/2010
1554,,,5,8,28/05/2010,02/06/2010,02/06/2010,02/06/2010
1555,9,10,9,8,26/02/2011,27/02/2011,28/02/2011,07/03/2011
1556,10,9,10,9,02/06/2010,02/06/2010,02/06/2010,02/06/2010
1557,9,,,,07/10/2010,15/10/2010,20/10/2010,26/10/2010
1558,,10,,10,16/10/2010,23/10/2010,28/10/2010,03/11/2010
1559,2,,,,24/01/2011,24/01/2011,,
1560,,,,,21/09/2010,04/10/2010,25/10/2010,28/10/2010
1561,8,,,,27/10/2010,04/11/2010,11/11/2010,14/11/2010
1562,10,8,9,,01/03/2011,08/03/2011,29/03/2011,
1563,10,9,8,9,13/09/2010,21/09/2010,08/10/2010,
1564,10,,,,06/10/2010,13/10/2010,16/10/2010,
1565,9,,,,15/11/2010,19/11/2010,,
1566,10,,10,,15/11/2010,07/02/2011,,
1567,7,,9,8,13/05/2010,04/06/2010,30/09/2010,25/10/2010
1568,10,9,10,,25/05/2010,27/05/2010,26/10/2010,
1569,10,,10,,29/09/2010,15/10/2010,20/10/2010,
1570,10,10,10,10,05/05/2010,29/05/2010,01/06/2010,
1571,10,9,,,27/08/2010,14/09/2010,,
1572,10,,,,30/04/2010,06/05/2010,,
1573,10,8,10,,23/05/2010,13/09/2010,01/10/2010,15/10/2010
1574,10,10,9,8,22/10/2010,30/11/2010,,
1575,10,10,,10,01/11/2010,01/11/2010,01/11/2010,
1576,,,,,17/10/2010,,,
1577,8,,,,27/10/2010,28/10/2010,,
1578,,10,7,,20/09/2010,12/10/2010,27/12/2010,
1579,,,,,27/10/2010,03/11/2010,08/11/2010,13/11/2010
1580,9,,,,30/09/2010,13/10/2010,,
1581,10,,,,05/05/2011,05/05/2011,05/05/2011,05/05/2011
1582,8,9,9,,22/10/2010,30/10/2010,05/11/2010,
1583,,,,,08/12/2010,23/12/2010,04/02/2011,
1584,8,9,9,,13/10/2010,01/11/2010,09/11/2010,
1585,,,,,29/03/2011,29/03/2011,01/04/2011,05/04/2011
1586,10,10,10,10,26/05/2010,19/09/2010,03/03/2011,
1587,10,10,9,10,01/06/2010,12/10/2010,22/10/2010,29/10/2010
1588,10,,,,21/05/2010,,,
1589,10,,,,07/10/2010,18/10/2010,19/10/2010,
1590,,,,,18/03/2011,05/04/2011,11/04/2011,11/04/2011
1591,,,,,22/04/2011,22/04/2011,22/04/2011,22/04/2011
1592,,,,,19/11/2010,,,
1593,9,,10,,08/10/2010,12/10/2010,15/10/2010,
1594,,,,,09/01/2011,12/01/2011,12/01/2011,15/01/2011
1595,10,,,,05/05/2010,20/05/2010,02/06/2010,21/10/2010
1596,10,10,10,10,04/08/2010,06/10/2010,,
1597,10,,,,21/05/2010,25/05/2010,27/05/2010,28/05/2010
1598,,,,,29/12/2010,10/01/2011,,
1599,10,,,,25/05/2010,01/06/2010,05/10/2010,23/11/2010
1600,,,10,,12/09/2010,06/10/2010,,
1601,9,,,,06/09/2010,13/11/2010,,
1602,10,,10,,14/01/2011,22/02/2011,,
1603,,,,,08/10/2010,23/10/2010,29/10/2010,12/04/2011
1604,,10,,,28/09/2010,18/10/2010,,
1605,,,,,20/01/2011,29/01/2011,31/01/2011,01/02/2011
1606,10,10,10,,04/05/2010,01/06/2010,21/10/2010,
1607,10,10,10,10,04/06/2010,,,
1608,10,10,10,10,09/05/2010,23/05/2010,24/05/2010,27/05/2010
1609,9,,9,,09/05/2010,29/05/2010,24/10/2010,
1610,10,,,,09/07/2010,,,
1611,10,,10,2,01/12/2010,22/12/2010,,
1612,9,,,,14/11/2010,,,
1613,,,,,07/04/2010,21/04/2010,01/06/2010,
1614,10,10,10,10,06/06/2010,30/09/2010,12/10/2010,
1615,,,10,,01/06/2010,20/10/2010,,
1616,9,,,,11/05/2010,29/05/2010,02/06/2010,
1617,10,10,10,10,20/05/2010,31/05/2010,21/10/2010,
1618,9,,,,15/04/2010,16/04/2010,,
1619,,,,,08/09/2010,20/09/2010,24/09/2010,
1620,8,,,,15/04/2010,29/05/2010,01/06/2010,
1621,7,,,10,13/03/2010,,,
1622,10,10,9,,20/05/2010,01/06/2010,01/11/2010,18/12/2010
1623,10,10,10,,22/03/2010,01/05/2010,25/08/2010,18/10/2010
1624,,,,,08/06/2010,,,
1625,10,8,,,30/11/2010,,,
1626,10,,,10,31/08/2010,15/09/2010,,
1627,10,10,10,8,24/04/2010,26/05/2010,,
1628,10,10,10,9,15/04/2010,21/04/2010,07/08/2010,
1629,10,,,,30/05/2010,23/09/2010,04/10/2010,
1630,10,10,10,,31/08/2010,11/10/2010,,
1631,10,,,,,,,
1632,10,,,10,28/05/2010,,,
1633,10,10,10,10,18/03/2010,09/04/2010,05/04/2010,27/05/2010
1634,10,,,,01/06/2010,,,
1635,10,10,10,10,29/03/2010,17/05/2010,02/06/2010,02/06/2010
1636,10,10,,10,24/05/2010,,,
1637,10,,,,30/09/2010,30/09/2010,,
1638,10,,,,20/10/2010,01/11/2010,,
1639,10,10,,,02/06/2010,21/09/2010,01/10/2010,04/10/2010
1640,10,8,10,10,04/10/2010,29/11/2010,,
1641,,,,8,13/05/2010,26/05/2010,09/06/2010,09/06/2010
1642,10,10,10,10,26/05/2010,,,
1643,,,,,26/10/2010,,,
1644,,,10,9,31/05/2010,02/06/2010,08/06/2010,29/09/2010
1645,8,,,,03/10/2010,,,
1646,8,8,,9,29/09/2010,,,
1647,10,10,,8,14/09/2010,14/10/2010,,
1648,10,,,,28/05/2010,08/06/2010,,
1649,10,10,10,,03/03/2010,11/05/2010,06/04/2010,07/05/2010
1650,10,10,10,9,30/09/2010,25/10/2010,10/11/2010,
1651,10,10,,,22/05/2010,21/09/2010,19/10/2010,
1652,10,10,10,10,24/09/2010,14/10/2010,25/02/2011,
1653,,,,,09/11/2010,,,
1654,,,9,10,04/02/2010,21/04/2010,01/05/2010,
1655,10,,10,10,01/09/2010,30/09/2010,13/10/2010,
1656,8,9,10,10,17/05/2010,25/05/2010,30/05/2010,15/09/2010
1657,10,10,,10,26/04/2010,06/05/2010,16/05/2010,28/05/2010
1658,,,,,20/09/2010,28/09/2010,29/09/2010,01/10/2010
1659,8,9,,,29/09/2010,04/10/2010,04/10/2010,
1660,8,,,,11/05/2010,21/05/2010,31/05/2010,01/06/2010
1661,,9,10,,04/10/2010,13/10/2010,31/10/2010,21/01/2011
1662,,,,9,12/04/2010,12/04/2010,12/04/2010,12/04/2010
1663,,10,,,08/06/2010,09/06/2010,09/06/2010,
1664,10,10,10,8,20/12/2010,07/01/2011,25/01/2011,
1665,,10,,,07/10/2010,14/10/2010,18/10/2010,20/10/2010
1666,,,9,,07/12/2010,30/12/2010,,
1667,10,10,10,10,01/03/2010,28/05/2010,27/09/2010,25/10/2010
1668,7,,9,,18/11/2009,24/05/2010,18/11/2009,18/11/2009
1669,,,,,28/05/2010,,,
1670,10,,,,03/02/2011,10/02/2011,10/02/2011,15/02/2011
1671,10,,9,,21/03/2010,29/04/2010,30/04/2010,
1672,10,,,,03/05/2010,21/09/2010,18/10/2010,
1673,10,10,8,10,05/10/2010,,,
1674,10,10,,,13/10/2010,,,
1675,,,,,21/05/2010,06/10/2010,,
1676,8,8,,,28/05/2010,06/10/2010,,
1677,10,10,10,10,18/10/2010,01/11/2010,12/11/2010,
1678,10,,10,10,30/09/2010,10/10/2010,13/10/2010,15/10/2010
1679,10,,10,,17/03/2010,21/04/2010,28/05/2010,13/09/2010
1680,10,10,10,9,03/08/2010,,,
1681,10,8,,,16/11/2010,,,
1682,10,,10,,26/04/2010,10/05/2010,27/05/2010,
1683,8,9,10,10,22/09/2010,29/10/2010,,
1684,10,10,10,10,12/05/2010,27/05/2010,08/09/2010,25/02/2011
1685,10,8,,,09/06/2010,09/06/2010,24/08/2010,
1686,9,10,,,01/06/2010,06/06/2010,14/10/2010,
1687,10,10,,,12/10/2010,15/10/2010,,
1688,10,10,,9,17/11/2010,,,
1689,9,6,5,7,17/09/2010,16/10/2010,29/10/2010,
1690,8,,8,,21/10/2010,29/11/2010,,
1691,10,,,,22/11/2010,03/12/2010,,
1692,,,,10,26/05/2010,14/06/2010,14/06/2010,04/06/2010
1693,10,10,10,10,26/03/2010,09/04/2010,25/05/2010,21/05/2010
1694,,9,9,,26/05/2010,20/09/2010,04/10/2010,
1695,10,10,10,10,21/09/2010,24/09/2010,27/09/2010,30/09/2010
1696,8,9,,9,29/09/2010,19/10/2010,,
1697,,10,,,24/05/2010,,,
1698,10,,,,02/12/2010,,,
1699,7,,9,,23/02/2010,04/03/2010,10/05/2010,17/06/2010
1700,10,,,,30/09/2010,31/10/2010,,
1701,10,10,9,10,28/05/2010,06/10/2010,,
1702,10,,,,24/11/2009,07/09/2010,17/09/2010,
1703,,8,,10,24/05/2010,,,
1704,8,,,,05/03/2010,12/03/2010,27/03/2010,30/04/2010
1705,9,,8,9,27/05/2010,01/06/2010,,
1706,10,,10,,08/04/2010,24/05/2010,06/11/2010,
1707,10,7,,,09/09/2010,17/09/2010,,
1708,10,10,10,10,26/05/2010,29/08/2010,03/10/2010,28/10/2010
1709,10,,,,14/05/2010,27/05/2010,,
1710,,,,10,24/09/2010,,,
1711,8,10,6,10,27/10/2010,,,
1712,,,,,03/11/2010,15/11/2010,05/03/2011,
1713,10,,,,05/06/2010,,,
1714,8,,,,19/04/2010,26/05/2010,30/06/2010,
1715,8,,9,,19/04/2010,17/05/2010,02/06/2010,
1716,,,,,14/04/2010,08/10/2010,,
1717,6,6,5,6,14/09/2010,04/10/2010,23/10/2010,31/10/2010
1718,,,,,08/10/2010,24/10/2010,,
1719,10,,,10,08/10/2010,15/10/2010,25/10/2010,
1720,,,,,11/11/2010,15/11/2010,18/11/2010,20/11/2010
1721,8,,10,,08/11/2010,14/11/2010,15/11/2010,18/11/2010
1722,10,,,,17/03/2010,31/03/2010,25/10/2010,
1723,10,,10,10,23/04/2010,12/05/2010,12/05/2010,18/05/2010
1724,10,,,,21/06/2010,13/09/2010,,
1725,,,,,08/08/2010,,,
1726,10,10,10,10,28/05/2010,01/06/2010,,
1727,9,,10,8,31/10/2010,08/11/2010,11/11/2010,
1728,10,10,10,10,09/12/2010,,,
1729,10,10,10,9,07/11/2010,14/11/2010,,
1730,9,,,,17/12/2010,,,
1731,10,10,,,12/10/2010,,,
1732,10,10,10,,20/10/2010,05/11/2010,,
1733,,10,,,,,,
1734,10,,,10,24/01/2011,,,
1735,10,,10,,03/04/2010,31/05/2010,07/10/2010,
1736,10,,,,19/05/2010,01/06/2010,,
1737,10,9,10,,30/09/2010,12/10/2010,12/10/2010,23/10/2010
1738,10,10,,10,28/05/2010,01/06/2010,08/06/2010,
1739,10,10,,,11/05/2010,24/05/2010,29/05/2010,09/08/2010
1740,,,,,15/11/2010,,,
1741,8,,,,19/10/2010,10/11/2010,,
1742,9,9,9,,26/04/2010,22/05/2010,31/05/2010,28/06/2011
1743,9,10,10,9,11/10/2010,22/10/2010,06/11/2010,
1744,7,10,,10,01/06/2010,14/11/2010,,
1745,9,,,,19/04/2010,28/04/2010,17/09/2010,
1746,,,,,22/05/2010,27/05/2010,01/11/2010,
1747,10,10,9,,18/05/2010,26/05/2010,01/06/2010,21/09/2010
1748,9,,,,21/05/2010,28/05/2010,,
1749,,,,8,01/06/2010,30/09/2010,04/10/2010,
1750,10,10,9,10,29/05/2010,,,
1751,,,9,,27/10/2010,,,
1752,8,9,10,10,12/05/2010,27/05/2010,31/05/2010,
1753,10,10,10,10,21/03/2010,09/04/2010,24/05/2010,02/06/2010
1754,10,,9,,29/09/2010,07/10/2010,,
1755,,9,,8,13/06/2010,24/06/2010,30/08/2010,14/09/2010
1756,8,,,,01/12/2010,,,
1757,10,,,,02/06/2010,28/09/2010,,
1758,,9,,,25/09/2010,12/10/2010,12/11/2010,
1759,5,7,,7,10/09/2010,,,
1760,10,,,,29/05/2010,,,
1761,9,,9,,21/09/2010,30/09/2010,23/01/2011,
1762,,,10,,15/10/2010,,,
1763,,,10,10,29/04/2010,21/10/2010,,
1764,10,,,,27/05/2010,03/06/2010,,
1765,9,9,9,8,07/04/2010,29/09/2010,02/01/2011,
1766,8,,,,06/05/2010,02/06/2010,,
1767,,,,,27/09/2010,,,
1768,10,,,,31/05/2010,01/06/2010,22/10/2010,
1769,10,10,,,01/10/2010,12/10/2010,18/10/2010,
1770,8,,,9,28/04/2010,07/05/2010,31/05/2010,30/09/2010
1771,10,,9,,08/06/2010,06/05/2011,,
1772,2,8,,,01/11/2010,,,
1773,10,,,,14/05/2010,24/05/2010,30/05/2010,
1774,10,,,10,25/05/2010,26/10/2010,,
1775,,,,,16/10/2010,,,
1776,10,,,,01/10/2010,24/10/2010,,
1777,10,,,,30/04/2010,22/05/2010,,
1778,10,,,,17/09/2010,08/10/2010,19/10/2010,
1779,9,,,,23/09/2010,01/10/2010,,
1780,,,,,31/05/2010,,,
1781,,,,,01/06/2010,,,
1782,10,,,,29/10/2010,10/11/2010,,
1783,5,,,10,23/05/2010,27/05/2010,01/06/2010,
1784,,,,,22/09/2010,,,
1785,9,10,10,10,21/10/2010,21/10/2010,21/10/2010,23/10/2010
1786,9,,7,,06/05/2010,01/06/2010,04/06/2010,19/10/2010
1787,10,10,,,05/06/2010,05/10/2010,31/10/2010,
1788,9,8,9,,27/04/2010,21/05/2010,,
1789,10,,,,22/09/2010,,,
1790,10,10,9,9,07/10/2010,13/10/2010,11/11/2010,
1791,8,10,10,,05/10/2010,21/10/2010,,
1792,,,,,14/10/2010,15/10/2010,,
1793,10,8,9,10,27/09/2010,06/10/2010,17/10/2010,21/10/2010
1794,9,9,9,9,08/06/2010,12/10/2010,,
1795,8,7,,,28/09/2010,21/10/2010,,
1796,7,10,10,8,18/05/2010,22/05/2010,28/05/2010,31/05/2010
1797,10,10,10,,06/09/2010,,,
1798,7,6,,,25/09/2010,12/10/2010,,
1799,10,,,,24/05/2010,,,
1800,8,8,7,,16/05/2010,02/06/2010,,
1801,10,,,,24/10/2010,,,
1802,,,,,12/10/2010,,,
1803,8,,9,,14/09/2010,20/09/2010,,
1804,10,,,10,30/09/2010,,,
1805,10,,,,15/09/2010,,,
1806,10,,,,16/09/2010,24/09/2010,01/10/2010,
1807,9,,,,25/10/2010,30/10/2010,,
1808,9,,,,08/10/2010,12/10/2010,15/10/2010,
1809,,,,,12/10/2010,29/10/2010,,
1810,10,,,10,16/09/2010,21/09/2010,29/09/2010,08/10/2010
1811,8,,,,06/10/2010,11/10/2010,,
1812,10,9,8,,22/09/2010,08/10/2010,,
1813,,,,,04/10/2010,12/10/2010,30/10/2010,
1814,9,,,,13/10/2010,,,
1815,,,,,20/10/2010,,,
1816,10,,,,15/10/2010,,,
1817,9,,,8,25/10/2010,31/10/2010,,
1818,,,,,29/10/2010,,,
1819,,,,10,19/10/2010,25/10/2010,28/10/2010,
1820,,,,,04/11/2010,,,
1821,10,,,,28/10/2010,03/11/2010,23/02/2011,
1822,,,,,23/11/2010,,,
1823,,,,,21/11/2010,01/12/2010,,
1824,10,,,,14/01/2011,24/01/2011,,
1825,10,9,10,9,23/05/2010,01/06/2010,16/09/2010,07/12/2010
1826,9,,,,05/10/2010,14/10/2010,01/11/2010,
1827,10,10,10,10,04/05/2010,01/06/2010,27/09/2010,
1828,10,,9,,28/08/2010,16/11/2010,,
1829,,10,10,,07/06/2010,,,
1830,8,,,,17/06/2010,01/10/2010,,
1831,8,,,,09/09/2010,16/09/2010,20/09/2010,22/09/2010
1832,10,10,10,,16/01/2010,03/03/2010,28/05/2010,07/09/2010
1833,10,10,,,28/09/2010,,,
1834,,,,,22/10/2010,,,
1835,,,,,08/10/2010,,,
1836,9,8,,,21/09/2010,09/12/2010,,
1837,10,8,,,27/05/2010,13/10/2010,,
1838,8,,,,21/05/2010,,,
1839,,,,,26/05/2010,30/05/2010,02/06/2010,
1840,8,8,,,30/09/2010,30/10/2010,,
1841,9,10,9,10,07/10/2010,13/10/2010,14/10/2010,18/10/2010
1842,9,,,8,29/10/2010,,,
1843,,10,10,10,20/05/2010,26/05/2010,07/06/2010,07/03/2011
1844,8,,7,,31/05/2010,15/06/2010,,
1845,10,,10,,26/03/2010,09/04/2010,12/04/2010,
1846,,,,,27/04/2011,,,
1847,8,10,,,18/10/2010,28/10/2010,,
1848,9,10,,,06/10/2010,03/05/2011,,
1849,,,,,22/09/2010,,,
1850,9,,,,20/09/2010,27/09/2010,12/10/2010,
1851,10,,,,24/09/2010,,,
1852,10,8,,,03/10/2010,,,
1853,,,,10,04/10/2010,,,
1854,,10,10,10,01/10/2010,08/10/2010,17/10/2010,
1855,,,,,12/10/2010,,,
1856,8,9,,,29/09/2010,16/10/2010,,
1857,10,,,,22/10/2010,31/10/2010,,
1858,10,,,,18/11/2010,,,
1859,9,10,8,10,02/12/2010,09/12/2010,,
1860,7,10,10,,11/10/2010,15/10/2010,,
